"id","GPA","QI","act","male","race","age","fulltime","PellEligible","firstgen","major","ftfy","motivation","work"
4132,4,56,28,0,4,18,1,0,1,10,1,47.5,0
4133,3.67,44,24,0,4,18,1,0,0,11,1,52.5,1
4134,3.67,42,25,0,4,18,1,0,0,11,1,47.5,1
4135,4,44,30,0,4,20,1,0,0,4,0,45,1
4136,4,40,25,0,4,18,1,0,1,9,1,22.5,0
4137,4,40,22,0,1,19,1,0,0,5,1,40,1
4138,3.67,26,24,0,1,20,1,0,0,7,1,20,0
4139,4,48,28,0,1,18,1,0,0,9,1,35,0
4140,3.67,40,25,0,1,19,1,0,0,4,1,22.5,0
4141,4,50,31,0,4,19,1,0,0,8,1,45,1
4142,3.67,46,24,1,4,20,1,0,1,11,1,32.5,1
4143,2.67,42,18,0,1,18,1,0,0,10,1,35,0
4144,3,54,17,1,4,18,1,0,1,3,1,22.5,1
4145,3,52,14,0,4,19,1,1,0,11,1,42.8571428571429,0
4146,3.33,48,30,0,4,18,1,0,0,11,1,22.5,1
4147,3.33,36,17,0,4,23,1,0,1,3,1,40,1
4148,3.33,44,23,0,4,19,1,0,0,4,1,52.5,0
4149,4,42,30,0,5,18,1,0,0,5,1,50,1
4150,3.33,50,26,1,4,19,1,0,0,4,1,52.5,0
4151,4,42,23,0,4,19,1,0,0,9,1,60,0
4152,3.67,60,27,0,4,18,1,0,0,5,1,55,1
4153,2.67,22,19,0,4,18,1,0,1,9,1,45,1
4154,4,27.5,26,0,4,18,1,0,0,7,1,27.5,1
4155,3.33,50,16,0,1,18,1,0,0,5,1,20,0
4156,3.67,40,27,1,4,18,1,0,0,3,1,37.5,0
4157,3.33,38,17,1,4,19,1,0,1,11,1,60,0
4158,3.33,34,24,0,4,18,1,0,0,9,1,37.5,0
4159,3,50,21,0,4,18,1,0,0,1,1,40,1
4160,4,42,27,1,4,18,1,0,0,5,1,50,0
4161,4,60,28,0,4,19,1,0,0,8,1,50,1
4162,1.67,60,27,1,6,22,0,0,1,11,0,15,1
4163,3.33,40,19,1,2,19,1,0,0,11,0,32.5,1
4164,3,56,19,0,4,18,1,0,1,7,1,50,1
4165,4,32,18,0,4,18,1,0,1,9,1,27.5,1
4166,3.33,50,18,0,4,18,1,0,0,5,1,30,1
4167,3.67,38,20,0,4,19,1,1,0,6,1,32.5,0
4168,4,36,25,1,4,18,1,0,0,5,1,37.1428571428571,0
4169,3,32.5,24,0,4,19,1,0,1,9,1,47.5,1
4170,1.67,40,26,0,4,18,1,0,1,8,1,32.5,0
4171,3.33,48,22,1,2,18,1,0,1,8,1,50,0
4172,4,32,29,0,4,18,1,0,0,3,1,40,0
4173,3,24,20,0,4,19,1,0,1,2,1,15,1
4174,3,50,23,1,4,18,1,0,0,8,1,30,1
4175,1.67,20,28,0,4,19,1,0,0,4,1,30,0
4176,4,46,28,1,4,18,1,0,0,11,1,45,1
4177,3,38,22,1,4,19,1,0,1,8,1,27.5,0
4178,1.67,44,21,0,6,18,1,0,0,9,1,37.5,1
4179,4,16,20,0,4,19,1,0,0,9,1,32.5,1
4180,3.33,20,18,1,3,19,1,0,0,11,1,40,1
4181,4,42,23,1,4,18,1,0,1,11,1,15,0
4182,4,48,29,0,4,18,1,0,0,9,1,40,1
4183,2.67,38,20,0,5,25,0,0,1,7,0,27.5,1
4184,3.33,60,25,1,4,18,1,1,0,11,1,52.5,0
4185,3.67,32,26,0,5,19,1,1,0,2,1,40,0
4186,3.67,40,20,0,4,18,1,0,1,7,1,45,0
4187,2.67,48,20,0,6,18,1,1,1,9,1,47.5,0
4188,3,28,18,0,4,19,1,1,0,5,1,42.5,1
4189,4,58,22,0,6,19,1,0,0,1,1,40,1
4190,4,50,17,0,6,18,1,0,0,9,1,37.5,1
4191,3,36,22,0,5,18,1,0,0,9,1,50,1
4192,3.33,40,22,0,2,18,1,0,1,10,1,20,1
4193,2.33,60,30,1,4,18,1,0,0,3,1,45,0
4194,3,42,20,1,4,19,1,1,0,10,1,22.5,0
4195,4,44,30,1,4,19,1,0,0,4,1,45,0
4196,3.67,60,23,1,4,18,1,1,1,7,1,40,1
4197,3.67,26,27,0,4,19,1,0,0,1,1,25,0
4198,4,24,27,0,4,18,1,0,0,4,1,35,0
4199,3.67,60,26,1,4,22,0,0,0,11,1,52.5,1
4200,3.67,42.5,20,0,4,19,1,0,1,7,1,22.5,1
4201,4,60,30,1,4,18,1,0,1,9,1,57.5,1
4202,3,16,16,0,4,18,1,0,0,9,1,50,1
4203,3.67,36,18,0,4,18,1,0,1,1,1,10,1
4204,3,48,25,0,4,18,1,0,0,11,1,37.5,1
4205,3,60,18,1,4,19,1,1,0,11,1,60,1
4206,3,52,24,1,4,18,1,0,0,11,1,35,1
4207,2.33,56,21,1,6,19,1,0,1,9,1,35,1
4208,3.33,42,18,0,4,18,1,0,1,11,1,50,1
4209,4,18,18,0,5,18,1,0,0,4,1,22.5,1
4210,3.67,52.5,26,0,4,18,1,0,0,1,1,40,1
4211,3,30,21,0,4,19,1,0,0,11,1,20,0
4212,3.33,50,21,0,4,19,1,0,1,6,0,60,0
4213,3.67,28,24,0,4,18,1,0,0,10,1,30,1
4214,4,54,17,0,4,18,1,0,1,7,1,60,0
4215,3.67,42,25,0,4,18,1,0,1,3,1,30,1
4216,4,48,27,0,4,19,1,0,0,2,1,42.5,0
4217,3.33,40,29,0,4,18,1,0,0,1,1,52.5,1
4218,3.67,42,24,0,4,18,1,1,0,9,1,50,1
4219,2.67,42,23,1,4,18,1,1,0,8,1,35,0
4220,4,48,23,0,4,19,1,0,1,7,1,47.5,1
4221,2.67,60,19,0,4,19,1,0,0,2,1,25,0
4222,3,38,21,0,4,18,1,1,1,9,1,42.5,1
4223,3.33,22,22,0,4,19,1,0,1,7,1,37.5,1
4224,3.33,20,22,1,4,18,1,0,1,8,1,5,0
4225,3.33,44,23,0,4,19,1,0,0,7,1,60,1
4226,4,38,19,0,4,18,1,0,1,7,1,60,0
4227,4,48,24,0,4,18,1,0,0,10,1,30,0
4228,4,38,30,1,4,19,1,1,0,8,1,42.5,0
4229,3.33,60,25,0,4,19,1,0,0,9,1,42.5,0
4230,4,38,30,0,4,18,1,0,0,5,1,25,0
4231,3,28,28,0,4,18,1,1,0,11,1,27.5,0
4232,3.67,48,31,0,6,19,1,1,0,11,1,52.5,1
4233,3.33,58,28,0,4,19,1,0,0,1,1,50,0
4234,3.33,57.5,18,0,3,18,1,0,1,9,1,52.5,1
4235,3.67,42,20,0,1,18,1,0,1,5,1,40,1
4236,3.33,44,14,0,3,19,1,0,1,4,1,55,0
4237,3.33,20,17,1,3,18,1,0,1,9,1,40,1
4238,3,60,20,1,1,18,1,0,0,3,1,60,1
4239,3.67,44,27,0,1,18,1,0,0,1,1,30,0
4240,4,60,17,1,4,32,1,0,1,5,0,15,1
4241,3.33,47.5,16,0,3,19,1,0,1,2,1,37.5,1
4242,3.33,40,21,0,5,18,1,0,1,2,1,40,0
4243,3,45,27,0,1,18,1,1,0,2,1,42.5,1
4244,3,60,16,0,3,18,1,0,1,3,1,52.5,0
4245,3.33,50,20,0,3,18,1,0,1,4,1,60,0
4246,3,60,22,0,6,18,1,0,0,3,1,40,0
4247,3.33,36,26,1,4,18,1,1,1,1,1,35,0
4248,3.33,50,28,0,4,18,1,0,0,2,1,47.5,0
4249,3.67,50,26,0,1,20,1,0,1,1,0,52.5,1
4250,2.33,46,17,0,4,19,1,1,0,2,1,60,0
4251,3.67,26,23,0,1,22,1,0,1,3,1,40,1
4252,3.33,24,14,0,4,18,1,0,1,6,1,40,1
4253,3,42,21,0,4,18,1,0,1,5,1,40,0
4254,2.33,26,23,1,4,19,1,0,0,4,0,32.5,1
4255,3.67,60,19,0,2,19,1,1,1,9,1,7.5,1
4256,3.33,30,18,1,4,27,1,0,0,4,0,20,1
4257,3.67,52,21,1,4,18,1,0,0,3,1,51.4285714285714,1
4258,3.67,42,29,0,1,18,1,0,0,2,1,57.5,0
4259,3.67,50,23,0,4,18,1,0,0,9,1,60,0
4260,4,50,25,1,4,17,0,0,0,8,0,30,1
4261,4,56,34,1,4,17,0,0,0,8,0,52.5,1
4262,3.67,52,23,1,4,20,1,0,1,9,1,32.5,1
4263,2.33,40,29,1,4,18,1,0,0,11,1,25,0
4264,3.33,14,20,0,3,18,0,0,1,2,0,17.5,0
4265,4,30,23,0,4,19,1,1,0,7,1,40,0
4266,4,42,27,0,4,19,1,0,0,9,1,22.5,1
4267,3,34,23,0,4,17,1,0,0,4,0,30,1
4268,4,32,26,0,4,19,1,0,1,9,1,30,0
4269,2.67,18,25,0,6,18,1,0,0,4,1,20,0
4270,4,36,24,0,4,19,1,0,0,9,1,30,1
4271,2.33,32,20,1,4,20,1,0,1,8,0,47.5,1
4272,3,42,22,1,4,20,1,0,1,5,0,27.5,1
